selected_keyword("debugging",105.37)
list_of_keywords([" 3D "," IDEF"," actor",".net","Actor Prolog","DNA","ILP","Internet agent","JVM","Java ","Java3d","NLP","OOP","RDF","SADT","VRML","Web","Web agent","Web tool","XML","agent","artificial intelligence","compilation","concurr","constraints","constructive negation","coordination","data mining","debugging","deductive database","flow analysis","formalism","higher order","inductive","knowledge","language","linear logic","memory management","mobility","modes","modifiable reasoning","molecular biology","monad","monotonic","natural language","object","object-oriented","parallel","perturbation","program analysis","program transformation","programming","programming technique","protein","refinement","semantic","semantic Web","semantic foundation","software engineering","speculative","theory","types","validation","verification","virtual machine","visual","visual program"])
item("AILog2","http://artint.info/code/ailog/ailog2.html",date(2012,2,1),24,109350,27,4,45,1,[0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,49,28,0,0,0,3,0,0,0,4,0,0,0,0,0,36,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0],4,105.37)
item("Amzi Prolog","http://www.amzi.com/",date(2011,5,16),44,375738,21,96,14,19,[0,0,0,3,0,0,0,0,0,0,0,0,32,0,0,0,12,0,0,23,1,17,0,0,3,0,0,0,7,0,0,0,0,0,184,79,0,0,0,1,0,0,0,0,3,30,3,0,0,0,0,54,0,0,0,4,0,0,0,0,0,10,0,2,12,0,0],7,105.37)
item("B-Prolog","http://www.probp.com/",date(2012,3,20),236,3646723,25,178,124,19,[0,0,0,1,0,0,0,0,0,1,0,0,63,1,0,0,9,0,0,368,133,0,6,12,184,0,0,3,9,3,0,0,0,0,9,1519,0,3,0,18,0,0,0,0,0,192,3,1,0,1,0,61,0,1,0,14,0,0,3,0,0,29,0,3,2,7,0],9,105.37)
item("Brain Aid Prolog","http://www.fraber.de/bap/",date(2005,6,22),227,690504,39,1,1,0,[0,0,0,14,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,23,0,0,0,0,0,10,42,0,3,0,0,0,0,0,0,1,185,1,71,0,0,0,26,0,0,0,1,0,0,0,0,1,12,0,0,0,2,0],23,105.37)
item("Ciao Prolog","http://www.clip.dia.fi.upm.es/Software/Ciao/",date(2012,3,21),23,308339,14,44,28,1,[0,0,0,0,0,0,2,0,0,4,0,0,4,0,0,0,24,0,0,2,10,0,36,14,12,0,0,0,13,0,0,0,0,0,0,31,0,0,0,28,0,0,0,0,0,38,4,32,0,4,8,45,0,0,0,4,0,0,0,0,0,26,0,2,0,4,0],13,105.37)
item("Cohen","http://www.cs.brandeis.edu/~jc/",date(2006,11,1),25,370703,25,36,38,0,[0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,2,0,0,0,0,0,0,0,15,0,2,0,1,0,0,0,0,2,1,48,0,2,0,0,0,0,0,0,0,0,0,20,0,3,1,25,0,20,0,1,0,0,0,0,3,6,0,0,0,1,0],1,105.37)
item("Curry","http://www-ps.informatik.uni-kiel.de/currywiki/",date(2012,3,21),23,392467,112,53,24,0,[0,0,0,2,0,0,0,0,0,0,0,0,2,315,0,0,205,0,0,170,0,0,2,11,7,0,0,0,26,0,0,1,2,0,1,49,0,0,0,1,0,0,1,0,0,5,1,0,0,1,0,82,0,0,0,5,0,0,0,0,1,1,0,0,1,3,0],26,105.37)
item("Ducasse","http://www.irisa.fr/lande/ducasse/",date(2005,9,6),1,28464,85,5,34,0,[0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0],13,105.37)
item("Goedel","http://www.scs.leeds.ac.uk/hill/GOEDEL/expgoedel.html",date(2011,10,4),1,4612,10,1,1,0,[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0],1,105.37)
item("Hermenegildo","http://www.clip.dia.fi.upm.es/~herme",date(2011,8,6),1,6187,8,1,2,0,[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0],2,105.37)
item("Huntbach","http://www.dcs.qmul.ac.uk/~mmh/",date(2011,9,5),1,7117,15,0,8,0,[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0],1,105.37)
